Company_ID,Company_Name,Sector,Region,Year,Quarter,Period,Revenue,Operating_Expenses,Marketing_Spend,Net_Profit,Employees,Customer_Count,Profit_Margin_%
C002,DeltaTech TE,Technology,Morocco,2023,Q3,2023Q3,6872094.89,4893087.41,539883.25,1439124.2299999995,212,3185,20.94
C002,DeltaTech TE,Technology,Morocco,2023,Q4,2023Q4,8189164.51,5153906.09,280531.75,2754726.67,215,5299,33.64
C002,DeltaTech TE,Technology,Morocco,2024,Q1,2024Q1,7532525.97,4574565.17,471224.87,2486735.9299999997,217,8723,33.01
C002,DeltaTech TE,Technology,Morocco,2024,Q2,2024Q2,8276038.07,5440803.86,398871.36,2436362.85,217,6559,29.44
C002,DeltaTech TE,Technology,Morocco,2024,Q3,2024Q3,7436399.36,4880292.69,246151.54,2309955.13,218,3655,31.06
C002,DeltaTech TE,Technology,Morocco,2024,Q4,2024Q4,7408279.12,5133337.51,653204.36,1621737.2500000005,216,4820,21.89
C003,CairoByte TE,Technology,UAE,2020,Q1,2020Q1,2899605.31,1685504.06,117137.27,1096963.98,42,1439,37.83
C003,CairoByte TE,Technology,UAE,2020,Q2,2020Q2,3028392.09,2243956.95,141716.74,642718.3999999997,45,1645,21.22
C003,CairoByte TE,Technology,UAE,2020,Q3,2020Q3,3097586.54,1778116.68,122412.86,1197057.0,47,3226,38.64
C003,CairoByte TE,Technology,UAE,2020,Q4,2020Q4,2831628.85,1955895.45,230289.68,645443.7200000002,50,1731,22.79
C003,CairoByte TE,Technology,UAE,2021,Q1,2021Q1,3078129.37,1722557.47,212349.13,1143222.77,51,1792,37.14
C003,CairoByte TE,Technology,UAE,2021,Q2,2021Q2,3574863.17,2016629.47,142193.99,1416039.71,50,1990,39.61
C003,CairoByte TE,Technology,UAE,2021,Q3,2021Q3,3323413.18,1913289.2,214034.53,1196089.4500000002,47,1782,35.99
C003,CairoByte TE,Technology,UAE,2021,Q4,2021Q4,3070815.04,2244981.15,269222.76,556611.1300000001,48,3334,18.13
C003,CairoByte TE,Technology,UAE,2022,Q1,2022Q1,3201169.81,2206718.19,118731.04,875720.5800000001,49,1561,27.36
C003,CairoByte TE,Technology,UAE,2022,Q2,2022Q2,3657660.81,2412572.5,322074.71,923013.6000000001,48,2055,25.24
C003,CairoByte TE,Technology,UAE,2022,Q3,2022Q3,3071506.98,1898684.93,235230.68,937591.3700000001,45,1474,30.53
C003,CairoByte TE,Technology,UAE,2022,Q4,2022Q4,3069106.44,2015990.12,161630.6,891485.7199999999,44,2350,29.05
C003,CairoByte TE,Technology,UAE,2023,Q1,2023Q1,3505224.54,2329879.21,305082.23,870263.1000000001,41,2699,24.83
C003,CairoByte TE,Technology,UAE,2023,Q2,2023Q2,4161290.55,2465754.32,263085.87,1432450.3599999999,38,1700,34.42
C003,CairoByte TE,Technology,UAE,2023,Q3,2023Q3,3635625.17,2060750.01,131127.4,1443747.76,36,1654,39.71
C003,CairoByte TE,Technology,UAE,2023,Q4,2023Q4,3315126.33,2163667.7,128614.6,1022844.0299999999,38,1462,30.85
C003,CairoByte TE,Technology,UAE,2024,Q1,2024Q1,3477597.49,2301059.67,266484.17,910053.6500000004,37,3516,26.17
C003,CairoByte TE,Technology,UAE,2024,Q2,2024Q2,3908071.9,2466151.32,176726.65,1265193.9300000002,40,1857,32.37
C003,CairoByte TE,Technology,UAE,2024,Q3,2024Q3,3923241.48,2912749.86,255019.04,755472.5800000001,42,1723,19.26
C003,CairoByte TE,Technology,UAE,2024,Q4,2024Q4,3287020.38,2335171.1,184665.3,767183.9799999997,44,2437,23.34
C004,PixelWave TE,Technology,Morocco,2020,Q1,2020Q1,6353683.14,3705741.77,219367.73,2428573.6399999997,463,2548,38.22
C004,PixelWave TE,Technology,Morocco,2020,Q2,2020Q2,6336367.64,4627015.89,412236.85,1297114.9,463,4983,20.47
C004,PixelWave TE,Technology,Morocco,2020,Q3,2020Q3,5857570.13,3533213.58,256348.85,2068007.6999999997,466,3729,35.3
C004,PixelWave TE,Technology,Morocco,2020,Q4,2020Q4,5576591.78,3412347.31,346673.19,1817571.2800000003,468,5180,32.59
C004,PixelWave TE,Technology,Morocco,2021,Q1,2021Q1,6912587.15,3916324.06,588610.9,2407652.1900000004,465,6399,34.83
C004,PixelWave TE,Technology,Morocco,2021,Q2,2021Q2,7324143.94,4731939.09,561440.58,2030764.2700000005,462,3314,27.73
C004,PixelWave TE,Technology,Morocco,2021,Q3,2021Q3,6482465.54,3919826.43,355817.15,2206821.96,228,3076,34.04
C004,PixelWave TE,Technology,Morocco,2021,Q4,2021Q4,6079948.54,3803434.08,458579.34,1817935.1199999999,464,4953,29.9
C004,PixelWave TE,Technology,Morocco,2022,Q1,2022Q1,6211083.4,4183945.08,436651.84,1590486.4800000002,462,3198,25.61
C004,PixelWave TE,Technology,Morocco,2022,Q2,2022Q2,7171086.41,5136464.88,420029.48,1614592.0500000003,464,2932,22.52
C004,PixelWave TE,Technology,Morocco,2022,Q3,2022Q3,6733309.65,3742080.84,256141.25,2735087.5600000005,463,3371,40.62
C004,PixelWave TE,Technology,Morocco,2022,Q4,2022Q4,6777379.16,4564244.58,570581.2,1642553.3800000001,466,3600,24.24
C004,PixelWave TE,Technology,Morocco,2023,Q1,2023Q1,7281357.84,4753255.09,370587.1,2157515.65,465,3919,29.63
C004,PixelWave TE,Technology,Morocco,2023,Q2,2023Q2,8123055.71,5761637.56,583710.7,1777707.4500000004,465,3854,21.88
C004,PixelWave TE,Technology,Morocco,2023,Q3,2023Q3,7267142.12,4474745.1,432809.81,2359587.2100000004,462,7822,32.47
C004,PixelWave TE,Technology,Morocco,2023,Q4,2023Q4,6855715.82,4572441.75,394938.25,1888335.8200000003,462,6198,27.54
C004,PixelWave TE,Technology,Morocco,2024,Q1,2024Q1,7564024.53,5170098.11,442024.18,1951902.24,463,8699,25.81
C004,PixelWave TE,Technology,Morocco,2024,Q2,2024Q2,7774067.68,4816220.29,394183.77,2563663.6199999996,463,4550,32.98
C004,PixelWave TE,Technology,Morocco,2024,Q3,2024Q3,7250118.43,4988653.99,436493.64,1824970.7999999993,466,3172,25.17
C004,PixelWave TE,Technology,Morocco,2024,Q4,2024Q4,7011407.01,3859912.81,369060.54,2782433.6599999997,468,4094,39.68
C005,CodeNile TE,Technology,Morocco,2020,Q1,2020Q1,3909594.37,2265796.89,279923.075,1363874.405,386,1748,34.89
C005,CodeNile TE,Technology,Morocco,2020,Q2,2020Q2,3766977.19,2152580.36,233276.88,1381119.9500000002,383,3107,36.66
C005,CodeNile TE,Technology,Morocco,2020,Q3,2020Q3,3529645.54,2534786.7,225325.18,769533.6599999999,384,2950,21.8
C005,CodeNile TE,Technology,Morocco,2020,Q4,2020Q4,3266058.49,2239929.75,214304.22,811824.5200000003,387,3446,24.86
C005,CodeNile TE,Technology,Morocco,2021,Q1,2021Q1,3829629.92,2538629.92,249661.72,1041338.28,385,1644,27.19
C005,CodeNile TE,Technology,Morocco,2021,Q2,2021Q2,3867342.12,2512417.03,172720.1,1182204.9900000002,228,4757,30.57
C005,CodeNile TE,Technology,Morocco,2021,Q3,2021Q3,3751259.03,2203164.71,148703.22,1399391.0999999999,389,1613,37.3
C005,CodeNile TE,Technology,Morocco,2021,Q4,2021Q4,3474435.93,1923616.23,114997.33,1435822.37,392,1472,41.33
C005,CodeNile TE,Technology,Morocco,2022,Q1,2022Q1,3812843.5,2606950.32,153479.36,1052413.8200000003,391,2152,27.6
C005,CodeNile TE,Technology,Morocco,2022,Q2,2022Q2,4448944.41,2629395.16,357316.76,1462232.49,388,2615,32.87
C005,CodeNile TE,Technology,Morocco,2022,Q3,2022Q3,3708905.35,2154401.28,240612.61,1313891.4600000004,386,4176,35.43
C005,CodeNile TE,Technology,Morocco,2022,Q4,2022Q4,3434384.92,2265734.56,196639.41,972010.9499999998,386,1748,28.3
C005,CodeNile TE,Technology,Morocco,2023,Q1,2023Q1,4277299.16,2862059.56,323422.29,1091817.31,383,3070,25.53
C005,CodeNile TE,Technology,Morocco,2023,Q2,2023Q2,4305419.13,3010327.12,348926.87,946165.1399999998,381,1732,21.98
C005,CodeNile TE,Technology,Morocco,2023,Q3,2023Q3,4301097.27,2485838.42,346280.17,1468978.6799999997,382,3989,34.15
C005,CodeNile TE,Technology,Morocco,2023,Q4,2023Q4,4021112.43,2401160.44,165606.7,1454345.2900000003,380,3006,36.17
C005,CodeNile TE,Technology,Morocco,2024,Q1,2024Q1,4551521.12,2846470.72,279923.075,1425127.325,383,2197,31.31
C005,CodeNile TE,Technology,Morocco,2024,Q2,2024Q2,4606883.47,2861208.59,297831.22,1447843.66,382,5044,31.43
C005,CodeNile TE,Technology,Morocco,2024,Q3,2024Q3,3888252.72,2706650.93,194291.89,987309.9,379,1695,25.39
C005,CodeNile TE,Technology,Morocco,2024,Q4,2024Q4,4189672.55,3053343.35,259791.81,876537.3899999997,380,3150,20.92
C006,SouqPlus RE,Retail,Saudi Arabia,2020,Q1,2020Q1,5933628.91,4159041.06,353875.04,1420712.81,98,4109,23.94
C006,SouqPlus RE,Retail,Saudi Arabia,2020,Q2,2020Q2,5932287.43,3734122.57,223346.59,1974818.2699999998,98,4986,33.29
C006,SouqPlus RE,Retail,Saudi Arabia,2020,Q3,2020Q3,6172600.74,4134444.23,450419.27,1587737.2400000002,96,4060,25.72
C006,SouqPlus RE,Retail,Saudi Arabia,2020,Q4,2020Q4,5162772.99,2997868.84,448319.72,1716584.4300000004,99,2806,33.25
C006,SouqPlus RE,Retail,Saudi Arabia,2021,Q1,2021Q1,7716230.18,5661784.7,278808.69,1775636.7899999996,96,5371,23.01
C006,SouqPlus RE,Retail,Saudi Arabia,2021,Q2,2021Q2,8376559.06,5840881.21,464462.11,2071215.7399999998,98,3385,24.73
C006,SouqPlus RE,Retail,Saudi Arabia,2021,Q3,2021Q3,7689659.08,4708292.54,383935.33,2597431.21,99,5322,33.78
C006,SouqPlus RE,Retail,Saudi Arabia,2021,Q4,2021Q4,6482840.63,4606516.54,324867.04,1551457.0499999998,97,2742,23.93
C006,SouqPlus RE,Retail,Saudi Arabia,2022,Q1,2022Q1,6998229.0,4670713.53,595600.26,1731915.2099999997,166,6471,24.75
C006,SouqPlus RE,Retail,Saudi Arabia,2022,Q2,2022Q2,7597118.49,4729045.05,644925.12,2223148.3200000003,99,9239,29.26
C006,SouqPlus RE,Retail,Saudi Arabia,2022,Q3,2022Q3,7815807.46,5169852.4,449716.4,2196238.6599999997,102,7018,28.1
C006,SouqPlus RE,Retail,Saudi Arabia,2022,Q4,2022Q4,7459057.31,4202546.98,490232.38,2766277.9499999993,104,3205,37.09
C006,SouqPlus RE,Retail,Saudi Arabia,2023,Q1,2023Q1,8692796.91,6129339.12,295055.42,2268402.37,102,5610,26.1
C006,SouqPlus RE,Retail,Saudi Arabia,2023,Q2,2023Q2,7240091.16,5090299.99,433107.44,1716683.73,101,7798,23.71
C006,SouqPlus RE,Retail,Saudi Arabia,2023,Q3,2023Q3,7214695.66,4557861.14,495216.51,2161618.0100000007,104,8527,29.96
C006,SouqPlus RE,Retail,Saudi Arabia,2023,Q4,2023Q4,7622424.39,4491304.87,344787.51,2786332.01,105,5536,36.55
C006,SouqPlus RE,Retail,Saudi Arabia,2024,Q1,2024Q1,8014853.57,4567571.11,419757.03,3027525.4299999997,104,3554,37.77
C006,SouqPlus RE,Retail,Saudi Arabia,2024,Q2,2024Q2,8077824.2,5968558.46,708901.44,1400364.3000000003,102,5980,17.34
C006,SouqPlus RE,Retail,Saudi Arabia,2024,Q3,2024Q3,8006403.9,5832940.2,442637.83,1730825.87,100,6451,21.62
C006,SouqPlus RE,Retail,Saudi Arabia,2024,Q4,2024Q4,7656455.73,4263463.86,396478.48,2996513.39,97,3619,39.14
C007,MarketOne RE,Retail,UAE,2020,Q1,2020Q1,4674106.46,2968257.19,364539.71,1341309.56,170,3774,28.7
C007,MarketOne RE,Retail,UAE,2020,Q2,2020Q2,4994587.63,3168270.65,343144.4,1483172.58,171,2271,29.7
C007,MarketOne RE,Retail,UAE,2020,Q3,2020Q3,4489155.43,2832879.82,152768.31,1503507.2999999998,173,4575,33.49
C007,MarketOne RE,Retail,UAE,2020,Q4,2020Q4,4142895.31,3024329.02,158313.03,960253.26,170,2275,23.18
C007,MarketOne RE,Retail,UAE,2021,Q1,2021Q1,6601716.18,4164866.28,530028.14,1906821.7599999998,172,4710,28.88
C007,MarketOne RE,Retail,UAE,2021,Q2,2021Q2,6746001.35,3822012.73,501106.59,2422882.03,171,4614,35.92
C007,MarketOne RE,Retail,UAE,2021,Q3,2021Q3,6236519.47,4136564.42,298275.91,1801679.14,172,2606,28.89
C007,MarketOne RE,Retail,UAE,2021,Q4,2021Q4,5314964.68,3210144.3,313717.37,1791103.0099999998,169,2382,33.7
C007,MarketOne RE,Retail,UAE,2022,Q1,2022Q1,6642216.22,4677332.03,332473.7,1632410.4899999995,167,3371,24.58
C007,MarketOne RE,Retail,UAE,2022,Q2,2022Q2,6948579.01,3927244.32,400105.37,2621229.32,164,3198,37.72
C007,MarketOne RE,Retail,UAE,2022,Q3,2022Q3,5541348.13,4015200.83,346412.15,1179735.15,166,2886,21.29
C007,MarketOne RE,Retail,UAE,2022,Q4,2022Q4,5648033.53,4214084.57,385387.33,1048561.6299999999,163,2854,18.57
C007,MarketOne RE,Retail,UAE,2023,Q1,2023Q1,6105690.27,4051669.18,249322.94,1804698.1499999994,161,2574,29.56
C007,MarketOne RE,Retail,UAE,2023,Q2,2023Q2,6820888.91,4836476.56,377234.44,1607177.9100000006,163,3598,23.56
C007,MarketOne RE,Retail,UAE,2023,Q3,2023Q3,5599098.18,3165677.71,208476.9,2224943.57,163,2755,39.74
C007,MarketOne RE,Retail,UAE,2023,Q4,2023Q4,5916547.18,4205454.5,380704.17,1330388.5099999998,160,2880,22.49
C007,MarketOne RE,Retail,UAE,2024,Q1,2024Q1,6148473.38,3411665.87,270394.91,2466412.5999999996,159,2565,40.11
C007,MarketOne RE,Retail,UAE,2024,Q2,2024Q2,6927833.37,3823451.05,236944.25,2867438.0700000003,159,3876,41.39
C007,MarketOne RE,Retail,UAE,2024,Q3,2024Q3,5598996.33,3346830.46,415753.13,1836412.7400000002,159,4346,32.8
C007,MarketOne RE,Retail,UAE,2024,Q4,2024Q4,5417940.01,3618217.94,395147.7,1404574.3699999999,162,6180,25.92
C008,BazaarLine RE,Retail,UAE,2020,Q1,2020Q1,4472645.6,2878059.34,387706.46,1206879.7999999998,348,1799,26.98
C008,BazaarLine RE,Retail,UAE,2020,Q2,2020Q2,4709495.42,3379369.77,254759.28,1075366.3699999999,347,4688,22.83
C008,BazaarLine RE,Retail,UAE,2020,Q3,2020Q3,4183739.05,2953372.08,172312.71,1058054.2599999998,344,1709,25.29
C008,BazaarLine RE,Retail,UAE,2020,Q4,2020Q4,3932765.37,2632808.71,240274.75,1059681.9100000001,342,2346,26.94
C008,BazaarLine RE,Retail,UAE,2021,Q1,2021Q1,5316745.99,3162868.99,419757.03,1734119.97,344,2940,32.62
C008,BazaarLine RE,Retail,UAE,2021,Q2,2021Q2,5558126.84,3565462.89,453585.44,1539078.5099999998,343,3451,27.69
C008,BazaarLine RE,Retail,UAE,2021,Q3,2021Q3,5741200.34,3257541.87,361990.96,2121667.51,344,4624,36.96
C008,BazaarLine RE,Retail,UAE,2021,Q4,2021Q4,4836964.39,3175566.3,159266.8,1502131.2899999998,342,2730,31.06
C008,BazaarLine RE,Retail,UAE,2022,Q1,2022Q1,5942077.21,3887616.27,439919.28,1614541.66,339,5566,27.17
C008,BazaarLine RE,Retail,UAE,2022,Q2,2022Q2,6271515.09,3748722.93,313829.96,2208962.1999999997,340,2728,35.22
C008,BazaarLine RE,Retail,UAE,2022,Q3,2022Q3,5626215.25,3931045.89,281913.51,1413255.8499999999,341,2540,25.12
C008,BazaarLine RE,Retail,UAE,2022,Q4,2022Q4,5136266.47,3023342.93,419757.03,1693166.5099999995,344,2932,32.96
C008,BazaarLine RE,Retail,UAE,2023,Q1,2023Q1,5653034.44,3130003.45,265695.88,2257335.1100000003,347,3854,39.93
C008,BazaarLine RE,Retail,UAE,2023,Q2,2023Q2,6123476.28,3493455.13,526139.41,2103881.74,346,6689,34.36
C008,BazaarLine RE,Retail,UAE,2023,Q3,2023Q3,5900429.18,3804093.88,427865.61,1668469.69,346,3104,28.28
C008,BazaarLine RE,Retail,UAE,2023,Q4,2023Q4,5826455.87,3233201.65,439872.9,2153381.3200000003,344,2970,36.96
C008,BazaarLine RE,Retail,UAE,2024,Q1,2024Q1,5769701.17,3291260.97,499992.02,1978448.1799999997,343,2617,34.29
C008,BazaarLine RE,Retail,UAE,2024,Q2,2024Q2,6656871.94,3770959.58,287884.26,2598028.1000000006,340,5264,39.03
C008,BazaarLine RE,Retail,UAE,2024,Q3,2024Q3,5972019.42,4436637.68,486370.85,1049010.8900000001,338,4489,17.57
C008,BazaarLine RE,Retail,UAE,2024,Q4,2024Q4,5816740.81,3466724.71,486546.82,1863469.2799999996,337,2563,32.04
C009,RetailHub RE,Retail,UAE,2020,Q1,2020Q1,6567689.19,4721883.79,419757.03,1426048.3700000003,118,6419,21.71
C009,RetailHub RE,Retail,UAE,2020,Q2,2020Q2,7464940.84,5550200.33,632356.35,1282384.1599999997,121,9306,17.18
C009,RetailHub RE,Retail,UAE,2020,Q3,2020Q3,6627530.27,3910938.39,369937.83,2346654.0499999993,122,3703,35.41
C009,RetailHub RE,Retail,UAE,2020,Q4,2020Q4,6003265.64,3821975.16,392708.64,1788581.8399999994,125,4077,29.79
C009,RetailHub RE,Retail,UAE,2021,Q1,2021Q1,7737642.93,5586767.61,554780.59,1596094.7299999995,122,6386,20.63
C009,RetailHub RE,Retail,UAE,2021,Q2,2021Q2,9087681.95,5031608.92,583922.37,3472150.659999999,120,6546,38.21
C009,RetailHub RE,Retail,UAE,2021,Q3,2021Q3,8554482.92,5304852.02,301733.64,2947897.2600000002,122,4847,34.46
C009,RetailHub RE,Retail,UAE,2021,Q4,2021Q4,7708293.94,5505942.98,551849.38,1650501.58,123,3188,21.41
C009,RetailHub RE,Retail,UAE,2022,Q1,2022Q1,9302687.09,6445063.36,765221.81,2092401.9199999995,126,4257,22.49
C009,RetailHub RE,Retail,UAE,2022,Q2,2022Q2,9750319.03,6441063.58,679101.99,2630153.459999999,129,6027,26.98
C009,RetailHub RE,Retail,UAE,2022,Q3,2022Q3,9339923.92,5249694.93,325942.79,3764286.2,127,4092,40.3
C009,RetailHub RE,Retail,UAE,2022,Q4,2022Q4,7744103.92,4987485.73,385199.83,2371418.3599999994,126,5037,30.62
C009,RetailHub RE,Retail,UAE,2023,Q1,2023Q1,8090893.44,5248201.47,506075.01,2336616.960000001,128,6886,28.88
C009,RetailHub RE,Retail,UAE,2023,Q2,2023Q2,9029808.46,5431760.08,287501.43,3310546.9500000007,129,4434,36.66
C009,RetailHub RE,Retail,UAE,2023,Q3,2023Q3,8890913.09,6255155.47,659003.53,1976754.09,126,5311,22.23
C009,RetailHub RE,Retail,UAE,2023,Q4,2023Q4,8195756.26,5696472.95,461559.79,2037723.5199999996,128,3515,24.86
C009,RetailHub RE,Retail,UAE,2024,Q1,2024Q1,8398836.63,5401817.28,445397.27,2551622.0800000005,128,3963,30.38
C009,RetailHub RE,Retail,UAE,2024,Q2,2024Q2,9824480.58,5756522.96,830580.76,3237376.8600000003,130,6001,32.95
C009,RetailHub RE,Retail,UAE,2024,Q3,2024Q3,8766685.21,5837586.47,574876.29,2354222.450000001,127,4593,26.85
C009,RetailHub RE,Retail,UAE,2024,Q4,2024Q4,8289997.39,4987483.66,730885.46,2571628.2699999996,127,3919,31.02
C010,ShopWay RE,Retail,Morocco,2020,Q1,2020Q1,6487981.87,4643946.08,325827.69,1518208.1,240,3508,23.4
C010,ShopWay RE,Retail,Morocco,2020,Q2,2020Q2,6856407.59,4263658.09,309578.23,2283171.27,240,4874,33.3
C010,ShopWay RE,Retail,Morocco,2020,Q3,2020Q3,6907148.11,4607557.32,541107.43,1758483.3599999999,238,6975,25.46
C010,ShopWay RE,Retail,Morocco,2020,Q4,2020Q4,6127418.01,3520778.61,546575.36,2060064.04,237,5540,33.62
C010,ShopWay RE,Retail,Morocco,2021,Q1,2021Q1,8444160.53,4894815.05,274387.69,3274957.7899999996,240,5367,38.78
C010,ShopWay RE,Retail,Morocco,2021,Q2,2021Q2,9276007.11,5737495.15,568654.51,2969857.4499999993,240,9044,32.02
C010,ShopWay RE,Retail,Morocco,2021,Q3,2021Q3,8076649.07,6008884.83,568644.12,1499120.12,241,5196,18.56
C010,ShopWay RE,Retail,Morocco,2021,Q4,2021Q4,7570973.89,4550619.45,664737.64,2355616.7999999993,239,6230,31.11
C010,ShopWay RE,Retail,Morocco,2022,Q1,2022Q1,8623816.83,6348765.46,274437.65,2000613.7200000002,241,7391,23.2
C010,ShopWay RE,Retail,Morocco,2022,Q2,2022Q2,9804917.12,6669761.49,525855.98,2609299.649999999,243,3923,26.61
C010,ShopWay RE,Retail,Morocco,2022,Q3,2022Q3,8947270.44,6267433.68,801677.37,1878159.3899999997,241,9079,20.99
C010,ShopWay RE,Retail,Morocco,2022,Q4,2022Q4,7741989.27,4764471.54,419990.68,2557527.0499999993,238,3693,33.03
C010,ShopWay RE,Retail,Morocco,2023,Q1,2023Q1,9009053.39,5489881.59,473338.68,3045833.1200000006,236,4814,33.81
C010,ShopWay RE,Retail,Morocco,2023,Q2,2023Q2,9942205.7,6851108.74,534595.99,2556500.969999999,233,8258,25.71
C010,ShopWay RE,Retail,Morocco,2023,Q3,2023Q3,8599580.42,5019479.44,560896.47,3019204.51,234,5209,35.11
C010,ShopWay RE,Retail,Morocco,2023,Q4,2023Q4,8344765.32,5455944.06,682601.96,2206219.3000000007,234,6046,26.44
C010,ShopWay RE,Retail,Morocco,2024,Q1,2024Q1,8836910.52,5702803.84,395577.05,2738529.63,234,4269,30.99
C010,ShopWay RE,Retail,Morocco,2024,Q2,2024Q2,8494675.86,4703047.7,741852.12,3049776.039999999,233,6997,35.9
C010,ShopWay RE,Retail,Morocco,2024,Q3,2024Q3,8324113.97,4902167.82,489049.97,2932896.1799999997,235,4927,35.23
C010,ShopWay RE,Retail,Morocco,2024,Q4,2024Q4,7730802.45,5493548.26,374459.95,1862794.2400000005,233,4207,24.1
C011,MedCare HE,Healthcare,Jordan,2020,Q1,2020Q1,2979394.44,2150774.67,111409.57,717210.2,486,2288,24.07
C011,MedCare HE,Healthcare,Jordan,2020,Q2,2020Q2,3309988.64,1990337.73,211967.48,1107683.4300000002,483,1525,33.46
C011,MedCare HE,Healthcare,Jordan,2020,Q3,2020Q3,3082290.61,1696852.77,113238.0,1272199.8399999999,481,1703,41.27
C011,MedCare HE,Healthcare,Jordan,2020,Q4,2020Q4,3104409.1,2086772.0,132628.71,885008.3900000001,478,1332,28.51
C011,MedCare HE,Healthcare,Jordan,2021,Q1,2021Q1,3169976.55,2265020.72,147367.02,757588.8099999996,478,3293,23.9
